date,rocket_name,launch_site,payload_mass,satellite_name,outcome,launch_year,launch_month,rocket_success_rate,launch_site_risk,orbit_GEO,orbit_LEO,orbit_LEo,orbit_MEO,payload_category_Light,payload_category_Medium
2022-09-05,Falcon 9,Cape Canaveral,260.0,Starlink-4717,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4718 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4719 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4720 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4721 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4722 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4723 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-05,Falcon 9,Cape Canaveral,260.0,Starlink-4724,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-05,Falcon 9,Cape Canaveral,260.0,Starlink-4725,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4726 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4727 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4728 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4729 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4730 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-05,Falcon 9,Cape Canaveral,260.0,Starlink-4731,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4732 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4734 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4737 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4738 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4739 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4740 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4742 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4743 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4745 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4746 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4747 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4748 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4749 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4750 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4751 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4752 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4753 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4754 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4755 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4756 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4757 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4758 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4759 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4760 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4761 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4762 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4763 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4764 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4765 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4766 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4767 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-11,Falcon 9,Cape Canaveral,260.0,Starlink-4768 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4769 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4770 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4771 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4772 ,0,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
